English,Sinhala
The seal of the Commission shall be kept in custody as determined,කොමිෂන් සභාවේ මුද්‍රාව නියම කරන ආකාරයට භාරයේ තබාගත යුතුය
The Commission may issue directives to persons who communicate prohibited statements,තහනම් ප්‍රකාශ සන්නිවේදනය කරන පුද්ගලයන්ට කොමිෂන් සභාවට නියෝග නිකුත් කළ හැක
The Commission may require an opportunity of response for affected persons,බලපෑමට ලක් වූ පුද්ගලයන්ට ප්‍රතිචාර දැක්වීමේ අවස්ථාවක් ලබාදීමට කොමිෂන් සභාවට නියම කළ හැක
The Commission may issue notices to stop communication of prohibited statements,තහනම් ප්‍රකාශ සන්නිවේදනය නතර කිරීමට කොමිෂන් සභාවට දැන්වීම් නිකුත් කළ හැක
The Commission may recommend removal of prohibited statements from online locations,මාර්ගගත ස්ථානවලින් තහනම් ප්‍රකාශ ඉවත් කිරීමට කොමිෂන් සභාවට නිර්දේශ කළ හැක
The Commission may refer contempt related communications to the appropriate court,අධිකරණ අපහාසයට සම්බන්ධ සන්නිවේදන අදාළ අධිකරණයට යොමු කිරීමට කොමිෂන් සභාවට හැක
The Commission may maintain an online portal to inform the public about false statements,අසත්‍ය ප්‍රකාශ පිළිබඳ මහජනයා දැනුවත් කිරීමට කොමිෂන් සභාවට මාර්ගගත ද්වාරයක් පවත්වාගත හැක
The Commission may register websites providing social media platforms,සමාජ මාධ්‍ය වේදිකා සපයන වෙබ් අඩවි කොමිෂන් සභාවට ලියාපදිංචි කළ හැක
The Commission may advise the Government on online safety matters,මාර්ගගත ආරක්ෂාව පිළිබඳ කරුණු සම්බන්ධයෙන් කොමිෂන් සභාවට රජයට උපදෙස් ලබාදිය හැක
The Commission may obtain police assistance for investigations,විමර්ශන සඳහා පොලිස් සහාය ලබාගැනීමට කොමිෂන් සභාවට හැක
A person who communicates a false statement threatening public health commits an offence,මහජන සෞඛ්‍යයට තර්ජනයක් වන අසත්‍ය ප්‍රකාශයක් සන්නිවේදනය කරන පුද්ගලයෙකු වරදක් සිදු කරයි
A person who communicates a false statement threatening public order commits an offence,මහජන සාමයට තර්ජනයක් වන අසත්‍ය ප්‍රකාශයක් සන්නිවේදනය කරන පුද්ගලයෙකු වරදක් සිදු කරයි
A false statement promoting hostility between classes of persons constitutes an offence,පුද්ගල පන්ති අතර වෛරීභාවය ප්‍රවර්ධනය කරන අසත්‍ය ප්‍රකාශයක් වරදක් වේ
A false statement amounting to contempt of court may be punished under relevant law,අධිකරණ අපහාසයක් වන අසත්‍ය ප්‍රකාශයක් අදාළ නීතිය යටතේ දඬුවම් කළ හැක
A person who maliciously provokes another through a false statement commits an offence,අසත්‍ය ප්‍රකාශයක් මගින් ද්වේෂ සහගතව වෙනත් පුද්ගලයෙකු ප්‍රකෝප කරන පුද්ගලයෙකු වරදක් සිදු කරයි
A person who disturbs religious worship through a false statement commits an offence,අසත්‍ය ප්‍රකාශයක් මගින් ආගමික වන්දනාවට බාධා කරන පුද්ගලයෙකු වරදක් සිදු කරයි
A person who insults religious beliefs through a false statement commits an offence,අසත්‍ය ප්‍රකාශයක් මගින් ආගමික විශ්වාසයන්ට අපහාස කරන පුද්ගලයෙකු වරදක් සිදු කරයි
A person who deceives another through an online account commits online cheating,මාර්ගගත ගිණුමක් හරහා වෙනත් පුද්ගලයෙකු රවටන පුද්ගලයෙකු මාර්ගගත වංචාව සිදු කරයි
A person who pretends to be another online commits cheating by personation,මාර්ගගතව වෙනත් පුද්ගලයෙකු ලෙස පෙනී සිටින පුද්ගලයෙකු පුද්ගල ලෙස පෙනී සිටිමින් වංචාව සිදු කරයි
A person who publishes private information to cause harassment commits an offence,හිංසනය ඇති කිරීමට පුද්ගලික තොරතුරු ප්‍රකාශ කරන පුද්ගලයෙකු වරදක් සිදු කරයි
"Private information may include image, audio or video details","පුද්ගලික තොරතුරු රූප, ශ්‍රව්‍ය හෝ වීඩියෝ විස්තර ඇතුළත් විය හැක"
Harassment may include threatening or distressing behaviour,හිංසනයට තර්ජනාත්මක හෝ පීඩාකාරී හැසිරීම ඇතුළත් විය හැක
Harassment may create an intimidating or hostile environment,හිංසනය බියගන්වන හෝ වෛරී පරිසරයක් නිර්මාණය කළ හැක
A person who publishes harmful child related material commits an offence,ළමුන්ට සම්බන්ධ හානිකර ද්‍රව්‍ය ප්‍රකාශ කරන පුද්ගලයෙකු වරදක් සිදු කරයි
A person who makes a bot to commit an offence commits an offence,අපරාධයක් සිදු කිරීමට බොට් එකක් නිර්මාණය කරන පුද්ගලයෙකු වරදක් සිදු කරයි
A person who alters a bot to enable prohibited communication commits an offence,තහනම් සන්නිවේදනයට ඉඩ සලසන ලෙස බොට් එකක් වෙනස් කරන පුද්ගලයෙකු වරදක් සිදු කරයි
An aggrieved person may make a complaint to the Commission,අගතියට පත් පුද්ගලයෙකුට කොමිෂන් සභාව වෙත පැමිණිල්ලක් කළ හැක
A complaint may include details of the prohibited communication,පැමිණිල්ලක තහනම් සන්නිවේදනය පිළිබඳ විස්තර ඇතුළත් විය හැක
A complaint may include the URL of the online location,පැමිණිල්ලක මාර්ගගත ස්ථානයේ URL ඇතුළත් විය හැක
Information officers may receive information relating to prohibited statements,තහනම් ප්‍රකාශ සම්බන්ධ තොරතුරු තොරතුරු නිලධාරීන්ට භාරගත හැක
The Commission may require further details from the complainant,කොමිෂන් සභාවට පැමිණිලිකරුගෙන් වැඩිදුර විස්තර ඉල්ලා සිටිය හැක
This Act shall regulate secured transactions in movable property,මෙම පනත චංචල දේපළ සම්බන්ධ සුරක්ෂිත ගනුදෙනු නියාමනය කරයි
A security right may be created regardless of the form of transaction,ගනුදෙනුවේ ආකාරය කුමක් වුවද සුරක්ෂණ අයිතියක් නිර්මාණය කළ හැක
The Act shall apply to transactions creating security rights,සුරක්ෂණ අයිතිවාසිකම් නිර්මාණය කරන ගනුදෙනු සඳහා පනත අදාළ වේ
A security agreement shall be effective between the parties,සුරක්ෂණ ගිවිසුම පාර්ශවයන් අතර බලපැවැත්විය යුතුය
A secured party shall deliver a copy of the agreement to the debtor,සුරක්ෂිත පාර්ශවය ගිවිසුමේ පිටපතක් ණයගැතියාට භාර දිය යුතුය
A security right attaches when value is given,වටිනාකම ලබාදුන් විට සුරක්ෂණ අයිතිය බැඳේ
The debtor shall have rights in the collateral before attachment,බැඳීම සිදුවීමට පෙර ණයගැතියාට උපබන්ධන දේපළ පිළිබඳ අයිතිවාසිකම් තිබිය යුතුය
A security agreement shall contain a description of the collateral,සුරක්ෂණ ගිවිසුම උපබන්ධන දේපළ පිළිබඳ විස්තරයක් ඇතුළත් කළ යුතුය
A security right shall not be enforceable until it attaches,සුරක්ෂණ අයිතිය බැඳෙන තෙක් එය බලගැන්විය නොහැක
A security agreement may cover property acquired after the agreement,සුරක්ෂණ ගිවිසුමෙන් ගිවිසුමෙන් පසු ලබාගත් දේපළ ආවරණය කළ හැක
Future advances may be secured under a security agreement,අනාගත අත්තිකාරම් සුරක්ෂණ ගිවිසුමක් යටතේ සුරක්ෂිත කළ හැක
The maximum amount of future advances shall be specified,අනාගත අත්තිකාරම්වල උපරිම මුදල සඳහන් කළ යුතුය
A secured party may accelerate payment when collateral is in jeopardy,උපබන්ධන දේපළ අවදානමට ලක් වූ විට සුරක්ෂිත පාර්ශවයට ගෙවීම වේගවත් කළ හැක
The secured party shall exercise reasonable care over collateral,සුරක්ෂිත පාර්ශවය උපබන්ධන දේපළ පිළිබඳ සාධාරණ සැලකිල්ල දැක්විය යුතුය
The secured party shall preserve collateral in its possession,සුරක්ෂිත පාර්ශවය තම භුක්තියේ ඇති උපබන්ධන දේපළ ආරක්ෂා කළ යුතුය
The secured party may use collateral only as authorized,සුරක්ෂිත පාර්ශවය උපබන්ධන දේපළ භාවිත කළ හැක්කේ අවසර ලත් ආකාරයට පමණි
The debtor may request information about the security agreement,ණයගැතියාට සුරක්ෂණ ගිවිසුම පිළිබඳ තොරතුරු ඉල්ලා සිටිය හැක
The secured party shall respond to the request within fifteen days,සුරක්ෂිත පාර්ශවය ඉල්ලීමට දින පහළොවක් තුළ ප්‍රතිචාර දැක්විය යුතුය
A secured party may be liable for an incorrect response,වැරදි ප්‍රතිචාරයක් සඳහා සුරක්ෂිත පාර්ශවය වගකිව හැක
The court may order compliance with an information request,තොරතුරු ඉල්ලීමකට අනුකූල වන ලෙස අධිකරණයට නියෝග කළ හැක
Possession of collateral may perfect a security right,උපබන්ධන දේපළ භුක්තිය සුරක්ෂණ අයිතිය පරිපූර්ණ කළ හැක
Registration of a security right may perfect any type of collateral,සුරක්ෂණ අයිතිය ලියාපදිංචි කිරීම ඕනෑම උපබන්ධන දේපළ වර්ගයක් පරිපූර්ණ කළ හැක
A perfected security right has priority over an unperfected right,පරිපූර්ණ කළ සුරක්ෂණ අයිතිය පරිපූර්ණ නොකළ අයිතියකට වඩා ප්‍රමුඛ වේ
An unperfected security right may be subordinate to other interests,පරිපූර්ණ නොකළ සුරක්ෂණ අයිතිය වෙනත් අයිතිවාසිකම්වලට යටත් විය හැක
A transferee without knowledge may take collateral free of an unperfected right,දැනුමකින් තොර පවරාගන්නාට පරිපූර්ණ නොකළ අයිතියෙන් නිදහස්ව උපබන්ධන දේපළ ලබාගත හැක
The Authority shall register security rights in movable property,අධිකාරිය චංචල දේපළවල සුරක්ෂණ අයිතිවාසිකම් ලියාපදිංචි කළ යුතුය
The Authority shall maintain the registration system,අධිකාරිය ලියාපදිංචි කිරීමේ පද්ධතිය පවත්වාගත යුතුය
The Registrar shall supervise matters connected with registrations,ලියාපදිංචිකරු ලියාපදිංචි කිරීම් සම්බන්ධ කරුණු අධීක්ෂණය කළ යුතුය
The Board shall administer the affairs of the Authority,මණ්ඩලය අධිකාරියේ කටයුතු පරිපාලනය කළ යුතුය
The Authority may charge fees for services rendered,අධිකාරිය සැපයූ සේවාවන් සඳහා ගාස්තු අය කළ හැක
This Act amends the Prevention of Frauds Ordinance,මෙම පනත වංචා වැළැක්වීමේ ආඥාපනත සංශෝධනය කරයි
Section 2 of the Ordinance is amended by this Act,මෙම පනත මගින් ආඥාපනතේ 2 වන වගන්තිය සංශෝධනය කරයි
The relevant deed shall be in writing,අදාළ ඔප්පුව ලිඛිත විය යුතුය
The relevant instrument shall be in writing,අදාළ සාධන පත්‍රය ලිඛිත විය යුතුය
Every executant shall sign the relevant deed,සෑම ලියා අත්සන් කරන්නෙකුම අදාළ ඔප්පුව අත්සන් කළ යුතුය
Every executant shall sign the relevant instrument,සෑම ලියා අත්සන් කරන්නෙකුම අදාළ සාධන පත්‍රය අත්සන් කළ යුතුය
A duly authorised person may sign on behalf of the executant,යථා පරිදි බලය පැවරූ තැනැත්තෙකුට ලියා අත්සන් කරන්නා වෙනුවෙන් අත්සන් කළ හැක
Witnesses shall sign in the presence of the notary public,සාක්ෂිකරුවන් නොතාරිස්වරයා ඉදිරියේ අත්සන් කළ යුතුය
The notary public shall be present at the same time,ප්‍රසිද්ධ නොතාරිස්වරයා එකවර පැමිණ සිටිය යුතුය
The deed shall be signed in the presence of one another,ඔප්පුව එකිනෙකා ඉදිරියේ අත්සන් කළ යුතුය
The instrument shall be signed in the presence of one another,සාධන පත්‍රය එකිනෙකා ඉදිරියේ අත්සන් කළ යුතුය
The notary shall attest the deed,නොතාරිස්වරයා ඔප්පුව සහතික කළ යුතුය
The notary shall attest the instrument,නොතාරිස්වරයා සාධන පත්‍රය සහතික කළ යුතුය
Both transferor and transferee shall affix signatures,විකුණුම්කරු සහ ගැණුම්කරු දෙදෙනාම අත්සන් තැබිය යුතුය
Both transferor and transferee shall affix thumb impressions,විකුණුම්කරු සහ ගැණුම්කරු දෙදෙනාම මහපට ඇඟිලි සලකුණු තැබිය යුතුය
A transferee may be unable to be present,ගැණුම්කරුට පැමිණ සිටීමට නොහැකි විය හැක
A transferee may authorise another person in writing,ගැණුම්කරුට වෙනත් තැනැත්තෙකුට ලිඛිතව බලය පැවරිය හැක
The authorised person shall sign the deed on behalf of the transferee,බලය පැවරූ තැනැත්තා ගැණුම්කරු වෙනුවෙන් ඔප්පුව අත්සන් කළ යුතුය
The authorised person shall comply with the requirements of subsection one,බලය පැවරූ තැනැත්තා පළමු උපවගන්තියේ නියමයන්ට අනුකූල විය යුතුය
A corporate body may be a transferee,සංස්ථාපිත මණ්ඩලයක් ගැණුම්කරු විය හැක
The Board may authorise another person in writing,මණ්ඩලයට වෙනත් තැනැත්තෙකුට ලිඛිතව බලය පැවරිය හැක
The authorised person may sign on behalf of the corporate body,බලය පැවරූ තැනැත්තාට සංස්ථාපිත මණ්ඩලය වෙනුවෙන් අත්සන් කළ හැක
A guardian may act for a minor transferee,භාරකරුට බාලවයස් ගැණුම්කරු වෙනුවෙන් ක්‍රියා කළ හැක
The guardian shall be competent to act on behalf of the transferee,භාරකරු ගැණුම්කරු වෙනුවෙන් ක්‍රියා කිරීමට ශක්නුතාව ඇති තැනැත්තෙකු විය යුතුය
The Sinhala text shall prevail where texts are inconsistent,පාඨ අතර අනනුකූලතාවක් ඇති විට සිංහල භාෂා පාඨය බලපැවැත්විය යුතුය
A relevant deed shall be valid only when executed in the required manner,අදාළ ඔප්පුව නියමිත ආකාරයට ලියා අත්සන් කළ විට පමණක් වලංගු වේ
A relevant instrument shall be valid only when executed in writing,අදාළ සාධන පත්‍රය ලිඛිතව ලියා අත්සන් කළ විට පමණක් වලංගු වේ
The executant may authorise another person to sign in writing,ලියා අත්සන් කරන්නාට වෙනත් තැනැත්තෙකුට ලිඛිතව අත්සන් කිරීමට බලය පැවරිය හැක
The authorised person shall act only within the written authority,බලය ලත් තැනැත්තා ලිඛිත බලය තුළ පමණක් ක්‍රියා කළ යුතුය
The deed shall be attested by a licensed notary public,ඔප්පුව බලපත්‍රලාභී ප්‍රසිද්ධ නොතාරිස්වරයෙකු විසින් සහතික කළ යුතුය
The instrument shall be attested by a licensed notary public,සාධන පත්‍රය බලපත්‍රලාභී ප්‍රසිද්ධ නොතාරිස්වරයෙකු විසින් සහතික කළ යුතුය
The witnesses shall be present when the deed is executed,ඔප්පුව ලියා අත්සන් කරන විට සාක්ෂිකරුවන් පැමිණ සිටිය යුතුය
The witnesses shall be present when the instrument is executed,සාධන පත්‍රය ලියා අත්සන් කරන විට සාක්ෂිකරුවන් පැමිණ සිටිය යුතුය
The parties shall affix their signatures before the notary,පාර්ශවයන් නොතාරිස්වරයා ඉදිරියේ තම අත්සන් තැබිය යුතුය
The parties shall affix their thumb impressions before the notary,පාර්ශවයන් නොතාරිස්වරයා ඉදිරියේ තම මහපට ඇඟිලි සලකුණු තැබිය යුතුය
A transferee who is unable to be present may appoint an authorised person,පැමිණ සිටීමට නොහැකි ගැණුම්කරුට බලය ලත් තැනැත්තෙකු පත් කළ හැක
The authorised person shall execute the transfer deed on behalf of the transferee,බලය ලත් තැනැත්තා ගැණුම්කරු වෙනුවෙන් පැවරීමේ ඔප්පුව ලියා අත්සන් කළ යුතුය
A corporate body may act through a person authorised by its Board,සංස්ථාපිත මණ්ඩලයකට එහි මණ්ඩලය විසින් බලය ලත් තැනැත්තෙකු මගින් ක්‍රියා කළ හැක
A minor transferee may act through a competent guardian,බාලවයස් ගැණුම්කරුට ශක්නුතාව ඇති භාරකරු මගින් ක්‍රියා කළ හැක
The guardian shall execute the deed on behalf of the minor transferee,භාරකරු බාලවයස් ගැණුම්කරු වෙනුවෙන් ඔප්පුව ලියා අත්සන් කළ යුතුය
The requirements of subsection shall apply to the authorised person,උපවගන්තියේ නියමයන් බලය ලත් තැනැත්තාට අදාළ වේ
The transfer deed shall contain the required signatures and thumb impressions,පැවරීමේ ඔප්පුව අවශ්‍ය අත්සන් සහ මහපට ඇඟිලි සලකුණු ඇතුළත් කළ යුතුය
Failure to follow the required manner may affect the validity of the deed,නියමිත ආකාරය අනුගමනය නොකිරීම ඔප්පුවේ වලංගුභාවයට බලපා හැක
The deed shall be executed in the presence of all required persons,ඔප්පුව අවශ්‍ය සියලු තැනැත්තන් ඉදිරියේ ලියා අත්සන් කළ යුතුය
The notary shall certify the execution of the deed,නොතාරිස්වරයා ඔප්පුව ලියා අත්සන් කිරීම සහතික කළ යුතුය
Every licensed bank shall maintain adequate capital at all times,සෑම බලපත්‍රලාභී බැංකුවක්ම සෑම අවස්ථාවකදීම ප්‍රමාණවත් ප්‍රාග්ධනය පවත්වාගෙන යා යුතුය
A licensed bank shall comply with liquidity requirements specified by the Central Bank,බලපත්‍රලාභී බැංකුවක් මහ බැංකුව විසින් නියම කරන ද්‍රවශීලතා අවශ්‍යතා අනුගමනය කළ යුතුය
The Central Bank may impose additional capital requirements where necessary,අවශ්‍ය අවස්ථාවලදී මහ බැංකුව අතිරේක ප්‍රාග්ධන අවශ්‍යතා පනවිය හැක
Every bank shall submit audited financial statements within the prescribed period,සෑම බැංකුවක්ම නියමිත කාලසීමාව තුළ විගණනය කරන ලද මූල්‍ය ප්‍රකාශන ඉදිරිපත් කළ යුතුය
No bank shall provide false or misleading information to the regulator,කිසිදු බැංකුවක් නියාමකයාට අසත්‍ය හෝ නොමඟ යවන තොරතුරු ලබා නොදිය යුතුය
The Director of Bank Supervision may require corrective actions from a bank,බැංකු අධීක්ෂණ අධ්‍යක්ෂවරයාට බැංකුවකින් නිවැරදි කිරීමේ ක්‍රියාමාර්ග ඉල්ලා සිටිය හැක
A licensed bank shall maintain sufficient liquid assets to meet its obligations,බලපත්‍රලාභී බැංකුවක් තම බැඳීම් ඉටු කිරීමට ප්‍රමාණවත් ද්‍රවශීල වත්කම් පවත්වාගෙන යා යුතුය
No person shall acquire a substantial interest in a bank without prior approval,පූර්ව අනුමැතියක් නොමැතිව කිසිදු තැනැත්තෙකුට බැංකුවක සැලකිය යුතු ආසක්තියක් ලබාගත නොහැක
Every director shall be a fit and proper person as determined by the Central Bank,සෑම අධ්‍යක්ෂවරයෙකුම මහ බැංකුව විසින් තීරණය කරන පරිදි සුදුසු හා යෝග්‍ය තැනැත්තෙකු විය යුතුය
The Central Bank may approve mergers or acquisitions of banks subject to conditions,මහ බැංකුවට කොන්දේසි යටතේ බැංකු ඒකාබද්ධ කිරීම් හෝ අත්පත් කරගැනීම් අනුමත කළ හැක
A bank shall not engage in offshore banking without authorization,අනුමැතියක් නොමැතිව බැංකුවක් අක්වෙරළ බැංකු ව්‍යාපාරයක නිරත නොවිය යුතුය
Every bank shall disclose financial information in a transparent manner,සෑම බැංකුවක්ම මූල්‍ය තොරතුරු පැහැදිලි ලෙස හෙළිදරව් කළ යුතුය
The regulator may restrict operations of a bank that fails to comply with requirements,අවශ්‍යතා අනුගමනය නොකරන බැංකුවක ක්‍රියාකාරකම් සීමා කිරීමට නියාමකයාට හැකිය
A bank shall maintain proper records of all transactions,බැංකුවක් සියලු ගනුදෙනු පිළිබඳ නිසි වාර්තා පවත්වාගෙන යා යුතුය
Depositors shall be protected in accordance with applicable laws,අදාළ නීති අනුව තැන්පත්කරුවන් ආරක්ෂා කළ යුතුය
The Central Bank may issue directions to ensure financial stability,මූල්‍ය ස්ථාවරතාවය සහතික කිරීම සඳහා මහ බැංකුවට උපදෙස් නිකුත් කළ හැක
A licensed bank shall not operate in a manner detrimental to depositors,බලපත්‍රලාභී බැංකුවක් තැන්පත්කරුවන්ට හානිකර ආකාරයකින් ක්‍රියා නොකළ යුතුය
Every bank shall ensure proper governance and internal controls,සෑම බැංකුවක්ම නිසි පාලන ක්‍රම සහ අභ්‍යන්තර පාලන ක්‍රම අනුගමනය කළ යුතුය
The Central Bank may conduct inspections of any licensed bank,මහ බැංකුවට ඕනෑම බලපත්‍රලාභී බැංකුවක් පරීක්ෂා කිරීමට හැකිය
Failure to comply with regulatory requirements shall result in penalties,නියාමන අවශ්‍යතා අනුගමනය නොකිරීම දඩුවම් වලට හේතු වේ
A bank shall take reasonable steps to prevent financial crime,බැංකුවක් මූල්‍ය අපරාධ වැළැක්වීමට සාධාරණ පියවර ගත යුතුය
The Central Bank may revoke the licence of a non-compliant bank,නියාමන අනුගමනය නොකරන බැංකුවක බලපත්‍රය මහ බැංකුව විසින් අහෝසි කළ හැක
A bank shall ensure confidentiality of customer information,බැංකුවක් ගනුදෙනුකරුවන්ගේ තොරතුරු රහසිගතව තබාගත යුතුය
No bank shall disclose customer information without lawful authority,නීතිමය බලය නොමැතිව බැංකුවක් ගනුදෙනුකරුගේ තොරතුරු හෙළි නොකළ යුතුය
The Central Bank shall promote a stable and efficient banking system,ස්ථාවර සහ කාර්යක්ෂම බැංකු පද්ධතියක් ප්‍රවර්ධනය කිරීම මහ බැංකුවේ වගකීම වේ
